id,x_centroid,y_centroid,sharpness,roundness1,roundness2,n_pixels,peak,flux,mag,daofind_mag
2981,799.2252186987646,658.0675739581394,0.5039191388692622,-0.09298061,-0.025783047064263213,25,41.672634,441.85245,-6.613193,-1.043837894126196
2982,931.0485446397372,657.7766598213676,0.5343877839173713,0.20104873,0.09907034694834074,25,52.661938,547.80194,-6.846559,-1.2544286589981684
2983,1048.813267797498,657.5451529011058,0.4876445256070601,0.20005769,0.14076240181154118,25,357.83887,4046.3762,-9.017666,-3.3113480337223016
2984,1371.8179747923823,658.0372390043158,0.5285622942704221,-0.20602158,-0.054832615857136814,25,83.14767,835.96674,-7.3054724,-1.7626297730416474
2985,65.49532591181419,658.8889961229002,0.5026007800426866,-0.13784967,-0.18839938376684615,25,45.386078,537.9454,-6.826845,-1.0069859285708238
2986,221.71143120487025,659.5131774365952,0.49237601634744266,-0.21803553,-0.014414701211676598,25,202.40858,2381.9849,-8.442348,-2.6305957941658686
2987,181.19234285563311,661.4628832019179,0.43914716120962854,0.3213287,0.3101847285198183,25,72.78568,929.02765,-7.4200716,-1.5336435749304977
2988,559.9685009703695,661.0838796102944,0.48624843372933885,0.076761976,0.025799683968842836,25,181.39491,2081.0393,-8.2957,-2.5639069709703426
2989,1242.0701453739387,660.8592990993085,0.544613943635211,-0.03724888,-0.01862557531208215,25,152.92543,1608.0383,-8.015741,-2.372136653128195
2990,1286.0195603058485,660.671076033933,0.5340095072667256,-0.056854885,0.08973315339704645,25,68.83271,744.6304,-7.179852,-1.4675456111097729
2991,1420.8711686180352,660.9323940338837,0.4060486199474795,0.0036292574,0.03426994485340404,25,87.492775,1002.36096,-7.5025606,-1.895899385952418
2992,669.4320363100912,661.9695697884197,0.4355492671468531,-0.028197883,0.05504289006437253,25,240.05377,2886.9734,-8.651107,-2.8802852027725563
2993,1005.0796518710547,661.326426183817,0.5301530947085844,0.014704627,0.22006579931237075,25,59.706966,653.675,-7.038405,-1.3342174078043303
2994,164.45529412734277,663.5488428461381,0.4589337364589137,0.19033325,0.03477682925678363,25,94.33204,1159.4939,-7.660671,-1.8151711125067214
2995,264.42987087549795,663.4683275139012,0.4000805644681024,-0.17082062,-0.10799823996133438,25,37.90631,550.8085,-6.852502,-0.6655477573189734
2996,297.714633380947,662.6872722444656,0.42725734116451297,0.124207586,-0.00395681412850989,25,191.7388,2305.2937,-8.406816,-2.674839660474303
2997,325.26975524277265,663.212271205433,0.476193024371267,0.0014703555,0.021380042801497304,25,325.4079,3651.019,-8.906035,-3.2451032498243695
2998,334.896828421827,662.6224800924889,0.5051879863164669,0.080250524,0.1721693388289844,25,115.14474,1423.9973,-7.883773,-1.949198592972623
2999,1394.3531600297385,662.6938237528353,0.45815715432466436,-0.30793887,0.026970273998064617,25,100.476616,1144.8315,-7.646854,-1.9658433943248552
3000,114.13703464843417,663.4788178957643,0.34302336351325013,-0.265946,-0.19062017157998454,25,14.751338,193.29121,-5.7155304,-0.032378881294268906
3001,455.07042758269864,664.1668488780825,0.5009299562666909,0.007346322,0.008472237078868553,25,198.70561,2153.067,-8.3326435,-2.6985038289077345
3002,775.6412966870133,664.520043288177,0.49195642801529277,-0.47479364,-0.5747726250776087,25,227.24246,3215.4038,-8.768089,-2.4953145015541534
3003,1062.2922081331774,664.4439214987041,0.6164035577389964,0.11499941,0.05651130328211509,25,40.693874,426.26584,-6.5742016,-0.832942603039175
3004,1173.2289460534057,663.821921967989,0.5845082507802638,-0.026323989,0.04104172139209898,25,79.8472,823.1789,-7.2887354,-1.6204583640876495
3005,1437.612573940663,664.0558727314532,0.38744539421946966,0.06356465,-0.030707388943576285,25,55.136143,668.2054,-7.062275,-1.3675450808694745
3006,1487.991547284257,663.9757982216743,0.4830014622439522,-0.1525704,0.03842756967941752,25,75.559296,824.3046,-7.2902193,-1.6431020684430542
3007,1503.6731105883719,664.7061527233361,0.4257545918638722,-0.17596105,0.09897844502949732,25,24.781048,263.1211,-6.0503893,-0.5704810214591893
3008,842.8137332642856,665.6536421714795,0.4605491638017248,0.23697579,0.10336651665560383,25,52.110607,594.6065,-6.9355745,-1.2602024225622581
3009,346.46081928323093,667.0092662219987,0.3805419886532059,0.08102366,-0.09850008401085968,25,39.408054,528.8691,-6.8083706,-0.9332649299932512
3010,235.74786439848677,668.4965978698073,0.4442000147664024,-0.15950446,-0.010646933574451048,25,43.0802,558.1192,-6.8668175,-0.946205490580579
3011,470.81752437097794,667.7253980115939,0.4922654739815676,0.08611215,0.3752967992247558,25,31.731125,410.2422,-6.5326014,-0.5491535358329283
3012,554.968867479514,667.8224078516944,0.4878698117969714,-0.522634,-0.08951267245269885,25,108.32833,1423.499,-7.8833933,-1.8610968456977262
3013,364.6701464090849,669.653770143821,0.4659808590591415,0.0006590921,0.21432099093844809,25,76.29048,1095.0475,-7.5985823,-1.3253630420265359
